Source,Target,Type,Id,Label,timeset,Weight,action
215,9,Directed,6755,text_reply,,1,text_reply
118,9,Directed,6756,text_reply,,9,text_reply
307,9,Directed,6759,text_reply,,4,text_reply
99,141,Directed,6760,text_reply,,1,text_reply
107,89,Directed,6761,text_reply,,2,text_reply
89,107,Directed,6762,text_reply,,3,text_reply
258,9,Directed,6764,text_reply,,1,text_reply
51,256,Directed,6765,text_reply,,2,text_reply
51,220,Directed,6766,text_reply,,2,text_reply
107,51,Directed,6767,text_reply,,5,text_reply
51,107,Directed,6768,text_reply,,5,text_reply
220,53,Directed,6771,text_reply,,1,text_reply
51,53,Directed,6772,text_reply,,1,text_reply
141,99,Directed,6773,text_reply,,2,text_reply
53,51,Directed,6774,text_reply,,1,text_reply
89,258,Directed,6775,text_reply,,1,text_reply
189,70,Directed,6776,text_reply,,1,text_reply
169,258,Directed,6777,text_reply,,2,text_reply
56,126,Directed,6778,text_reply,,1,text_reply
220,0,Directed,6779,text_reply,,2,text_reply
0,220,Directed,6780,text_reply,,2,text_reply
140,0,Directed,6783,text_reply,,1,text_reply
0,140,Directed,6784,text_reply,,1,text_reply
307,89,Directed,6787,text_reply,,3,text_reply
89,307,Directed,6788,text_reply,,2,text_reply
104,89,Directed,6790,text_reply,,1,text_reply
89,104,Directed,6792,text_reply,,1,text_reply
156,89,Directed,6793,text_reply,,6,text_reply
156,220,Directed,6794,text_reply,,2,text_reply
258,220,Directed,6795,text_reply,,1,text_reply
220,118,Directed,6798,text_reply,,1,text_reply
174,220,Directed,6803,text_reply,,1,text_reply
317,220,Directed,6804,text_reply,,1,text_reply
139,258,Directed,6805,text_reply,,1,text_reply
317,9,Directed,6806,text_reply,,1,text_reply
298,9,Directed,6809,text_reply,,1,text_reply
36,308,Directed,6811,invite_members,,1,invite_members
141,195,Directed,6812,text_reply,,6,text_reply
140,89,Directed,6813,text_reply,,1,text_reply
93,9,Directed,6818,text_reply,,2,text_reply
99,9,Directed,6821,text_reply,,1,text_reply
99,118,Directed,6825,text_reply,,6,text_reply
156,107,Directed,6827,text_reply,,8,text_reply
118,248,Directed,6828,text_reply,,4,text_reply
156,248,Directed,6829,text_reply,,1,text_reply
248,257,Directed,6831,text_reply,,1,text_reply
257,248,Directed,6832,text_reply,,1,text_reply
257,257,Directed,6833,text_reply,,3,text_reply
99,248,Directed,6839,text_reply,,1,text_reply
0,9,Directed,6842,text_reply,,5,text_reply
77,107,Directed,6851,text_reply,,1,text_reply
77,9,Directed,6852,text_reply,,1,text_reply
195,0,Directed,6853,text_reply,,1,text_reply
195,14,Directed,6854,invite_members,,1,invite_members
139,77,Directed,6855,text_reply,,2,text_reply
195,118,Directed,6856,text_reply,,5,text_reply
93,77,Directed,6858,text_reply,,2,text_reply
77,93,Directed,6859,text_reply,,1,text_reply
197,27,Directed,6861,invite_members,,1,invite_members
298,93,Directed,6865,text_reply,,1,text_reply
93,298,Directed,6866,text_reply,,1,text_reply
118,264,Directed,6867,text_reply,,12,text_reply
80,118,Directed,6868,text_reply,,1,text_reply
298,139,Directed,6869,text_reply,,1,text_reply
166,264,Directed,6870,text_reply,,1,text_reply
159,166,Directed,6871,text_reply,,1,text_reply
296,9,Directed,6875,text_reply,,2,text_reply
201,89,Directed,6881,text_reply,,1,text_reply
89,156,Directed,6884,text_reply,,3,text_reply
22,151,Directed,6885,invite_members,,1,invite_members
101,9,Directed,6887,text_reply,,1,text_reply
99,82,Directed,6888,invite_members,,1,invite_members
280,9,Directed,6889,text_reply,,2,text_reply
174,101,Directed,6893,text_reply,,1,text_reply
44,118,Directed,6898,text_reply,,1,text_reply
118,44,Directed,6899,text_reply,,1,text_reply
139,219,Directed,6901,text_reply,,1,text_reply
219,201,Directed,6902,text_reply,,1,text_reply
296,139,Directed,6907,text_reply,,2,text_reply
89,139,Directed,6911,text_reply,,2,text_reply
139,89,Directed,6912,text_reply,,4,text_reply
296,230,Directed,6915,text_reply,,1,text_reply
116,115,Directed,6916,invite_members,,1,invite_members
156,298,Directed,6917,text_reply,,3,text_reply
51,9,Directed,6919,text_reply,,1,text_reply
277,118,Directed,6922,text_reply,,1,text_reply
223,280,Directed,6923,text_reply,,1,text_reply
223,9,Directed,6924,text_reply,,1,text_reply
219,70,Directed,6925,text_reply,,1,text_reply
156,157,Directed,6926,text_reply,,1,text_reply
157,156,Directed,6927,text_reply,,1,text_reply
157,99,Directed,6928,text_reply,,1,text_reply
73,77,Directed,6929,text_reply,,1,text_reply
77,73,Directed,6930,text_reply,,1,text_reply
243,157,Directed,6931,text_reply,,1,text_reply
157,243,Directed,6932,text_reply,,1,text_reply
133,223,Directed,6937,text_reply,,1,text_reply
198,118,Directed,6939,text_reply,,1,text_reply
201,296,Directed,6946,text_reply,,3,text_reply
296,201,Directed,6947,text_reply,,1,text_reply
156,156,Directed,6950,text_reply,,12,text_reply
201,118,Directed,6952,text_reply,,3,text_reply
156,201,Directed,6955,text_reply,,1,text_reply
151,141,Directed,6957,text_reply,,1,text_reply
156,44,Directed,6958,text_reply,,1,text_reply
