Source,Target,Type,Id,Label,timeset,Weight,action
30,7,Directed,15129,text_reply,,1,text_reply
30,34,Directed,15130,text_reply,,2,text_reply
7,30,Directed,15131,text_reply,,1,text_reply
71,30,Directed,15132,text_reply,,1,text_reply
30,71,Directed,15133,text_reply,,1,text_reply
21,34,Directed,15134,text_reply,,2,text_reply
21,29,Directed,15135,text_reply,,1,text_reply
34,65,Directed,15137,text_reply,,1,text_reply
30,21,Directed,15138,text_reply,,1,text_reply
104,111,Directed,15140,text_reply,,1,text_reply
133,111,Directed,15141,text_reply,,1,text_reply
92,34,Directed,15142,text_reply,,1,text_reply
136,72,Directed,15143,text_reply,,1,text_reply
16,7,Directed,15144,text_reply,,1,text_reply
127,7,Directed,15145,text_reply,,1,text_reply
81,12,Directed,15146,text_reply,,2,text_reply
112,12,Directed,15148,text_reply,,1,text_reply
81,42,Directed,15149,text_reply,,1,text_reply
0,44,Directed,15150,invite_members,,1,invite_members
112,23,Directed,15151,text_reply,,1,text_reply
74,113,Directed,15152,text_reply,,1,text_reply
129,18,Directed,15154,invite_members,,1,invite_members
34,63,Directed,15155,text_reply,,1,text_reply
63,34,Directed,15156,text_reply,,1,text_reply
138,30,Directed,15157,text_reply,,1,text_reply
7,59,Directed,15158,text_reply,,1,text_reply
138,59,Directed,15159,text_reply,,1,text_reply
34,30,Directed,15160,text_reply,,2,text_reply
34,59,Directed,15161,text_reply,,2,text_reply
138,148,Directed,15166,text_reply,,1,text_reply
112,127,Directed,15167,text_reply,,1,text_reply
127,94,Directed,15168,text_reply,,1,text_reply
82,75,Directed,15169,invite_members,,1,invite_members
101,7,Directed,15170,text_reply,,2,text_reply
7,101,Directed,15171,text_reply,,3,text_reply
15,54,Directed,15175,text_reply,,1,text_reply
15,27,Directed,15176,text_reply,,1,text_reply
30,138,Directed,15177,text_reply,,1,text_reply
138,128,Directed,15178,text_reply,,1,text_reply
128,138,Directed,15179,text_reply,,1,text_reply
7,34,Directed,15180,text_reply,,1,text_reply
12,7,Directed,15181,text_reply,,1,text_reply
7,12,Directed,15182,text_reply,,1,text_reply
96,135,Directed,15183,text_reply,,1,text_reply
78,135,Directed,15184,text_reply,,1,text_reply
73,78,Directed,15185,text_reply,,1,text_reply
84,120,Directed,15186,invite_members,,1,invite_members
40,84,Directed,15187,text_reply,,1,text_reply
40,34,Directed,15188,text_reply,,1,text_reply
138,99,Directed,15189,text_reply,,1,text_reply
99,138,Directed,15190,text_reply,,1,text_reply
135,99,Directed,15191,text_reply,,1,text_reply
97,31,Directed,15192,invite_members,,1,invite_members
7,69,Directed,15193,text_reply,,1,text_reply
50,58,Directed,15194,text_reply,,4,text_reply
58,50,Directed,15197,text_reply,,3,text_reply
58,58,Directed,15198,text_reply,,1,text_reply
107,20,Directed,15202,invite_members,,1,invite_members
